t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   786911 ;     6002 ;     E   ;         450 ;       ? ; entrada
   786930 ;     5845 ;     E   ;         200 ;       ? ; entrada
   786948 ;     5897 ;     E   ;         450 ;       ? ; entrada
   786967 ;     5816 ;     E   ;         150 ;       ? ; entrada
   786987 ;     6193 ;     S   ;         350 ;       ? ; entrada
   786999 ;     6547 ;     N   ;         100 ;       ? ; entrada
   787004 ;     6112 ;     S   ;         450 ;       ? ; entrada
   787013 ;     6113 ;     S   ;         350 ;       ? ; entrada
   787022 ;     6174 ;     S   ;         450 ;       ? ; entrada
   787033 ;     6397 ;     O   ;         400 ;       ? ; entrada
   787042 ;     6375 ;     O   ;         150 ;       ? ; entrada
   787052 ;     6526 ;     N   ;         450 ;       ? ; entrada
   787060 ;     6542 ;     N   ;         200 ;       ? ; entrada
   787069 ;     6540 ;     N   ;         100 ;       ? ; entrada
   787077 ;     6530 ;     N   ;         400 ;       ? ; entrada
   787081 ;     5887 ;     E   ;         150 ;       ? ; entrada
   787090 ;     5848 ;     E   ;         100 ;       ? ; entrada
   787098 ;     5842 ;     E   ;         500 ;       ? ; entrada
   787107 ;     5832 ;     E   ;          50 ;       ? ; entrada
   785924 ;     6305 ;     O   ;         350 ;       ? ; entrada
   787139 ;     6552 ;     N   ;         350 ;       ? ; entrada
   787149 ;     6558 ;     N   ;         150 ;       ? ; entrada
   787221 ;     6285 ;     O   ;         200 ;       ? ; entrada
   787343 ;     6285 ;     O   ;         200 ;   45643 ; saida
   787422 ;     6323 ;     O   ;          50 ;   41930 ; saida
   787518 ;     6333 ;     O   ;         100 ;   40153 ; saida
   787539 ;     6316 ;     O   ;         350 ;   42622 ; saida
   787311 ;     6374 ;     O   ;         450 ;   31466 ; saida
   787265 ;     6373 ;     O   ;         300 ;   31477 ; saida
   787625 ;     6108 ;     S   ;         100 ;   58598 ; saida
   787632 ;     6554 ;     N   ;         250 ;       ? ; entrada
   787704 ;     6149 ;     S   ;         350 ;   63763 ; saida
   787772 ;     5897 ;     E   ;         450 ;   91126 ; saida
   787866 ;     6547 ;     N   ;         100 ;    7027 ; saida
   787975 ;     6375 ;     O   ;         150 ;   32084 ; saida
   788034 ;     6542 ;     N   ;         200 ;    7719 ; saida
   788098 ;     6540 ;     N   ;         100 ;    8293 ; saida
   788153 ;     6530 ;     N   ;         400 ;    9145 ; saida
   788205 ;     5887 ;     E   ;         150 ;   92041 ; saida
   787934 ;     6174 ;     S   ;         450 ;   56486 ; saida
   788528 ;     6347 ;     O   ;         450 ;   39857 ; saida
   788565 ;     6553 ;     N   ;         500 ;    7057 ; saida
   788606 ;     5842 ;     E   ;         500 ;   92035 ; saida
   788772 ;     6013 ;     E   ;         450 ;       ? ; entrada
   788809 ;     6013 ;     E   ;         450 ;   78201 ; saida
   788868 ;     5831 ;     E   ;         350 ;       ? ; entrada
   788915 ;     5831 ;     E   ;         350 ;   92119 ; saida
   789018 ;     6552 ;     N   ;         350 ;    7556 ; saida
   789084 ;     6558 ;     N   ;         150 ;    7206 ; saida
   789157 ;     6314 ;     O   ;         450 ;   33975 ; saida
   789218 ;     6319 ;     O   ;         250 ;   44165 ; saida
   789282 ;     6326 ;     O   ;         250 ;   43343 ; saida
   789404 ;     6202 ;     O   ;         450 ;   58700 ; saida
   789423 ;     6145 ;     S   ;         450 ;   65848 ; saida
   789635 ;     6002 ;     E   ;         450 ;   80447 ; saida
   789718 ;     6322 ;     O   ;         250 ;   44157 ; saida
   789764 ;     6554 ;     N   ;         250 ;    8122 ; saida
   789854 ;     6397 ;     O   ;         400 ;   33706 ; saida
   789970 ;     5848 ;     E   ;         100 ;   93674 ; saida
   790054 ;     6112 ;     S   ;         450 ;   59484 ; saida
   789742 ;     5816 ;     E   ;         150 ;   99446 ; saida
   790179 ;     5832 ;     E   ;          50 ;   93414 ; saida
   790357 ;     5845 ;     E   ;         200 ;   93801 ; saida
   790450 ;     6193 ;     S   ;         350 ;   61350 ; saida
   790423 ;     6305 ;     O   ;         350 ;   46579 ; saida
   790539 ;     6526 ;     N   ;         450 ;   11463 ; saida
   790746 ;     6165 ;     O   ;         350 ;   53226 ; saida
   791121 ;     6113 ;     S   ;         350 ;   60598 ; saida
   791310 ;     6340 ;     O   ;         400 ;   43589 ; saida
   791324 ;     6360 ;     O   ;         400 ;   36050 ; saida
   792872 ;     6209 ;     S   ;          50 ;       ? ; entrada
   792892 ;     6209 ;     S   ;          50 ;   63666 ; saida
   798096 ;     6415 ;     O   ;         300 ;       ? ; entrada
   798126 ;     6415 ;     O   ;         300 ;   40730 ; saida
   800145 ;     5889 ;     E   ;         200 ;       ? ; entrada
   800226 ;     5889 ;     E   ;         200 ;  104004 ; saida
   800234 ;     5815 ;     E   ;         250 ;       ? ; entrada
   800290 ;     5914 ;     E   ;         400 ;       ? ; entrada
   800309 ;     5815 ;     E   ;         250 ;  111852 ; saida
   800313 ;     5846 ;     E   ;         250 ;       ? ; entrada
   800328 ;     6175 ;     S   ;         450 ;       ? ; entrada
   800346 ;     6175 ;     S   ;         450 ;   68878 ; saida
   800359 ;     5828 ;     E   ;         150 ;       ? ; entrada
   800377 ;     5828 ;     E   ;         150 ;  109563 ; saida
   800380 ;     5861 ;     E   ;          50 ;       ? ; entrada
   800398 ;     5861 ;     E   ;          50 ;  101138 ; saida
   800405 ;     6567 ;     N   ;         350 ;       ? ; entrada
   800413 ;     5851 ;     E   ;         400 ;       ? ; entrada
   800426 ;     6229 ;     S   ;         300 ;       ? ; entrada
   800445 ;     5914 ;     E   ;         400 ;  101221 ; saida
   800480 ;     6229 ;     S   ;         300 ;   62611 ; saida
   800498 ;     5846 ;     E   ;         250 ;  108134 ; saida
   800586 ;     6567 ;     N   ;         350 ;   17775 ; saida
   800638 ;     5851 ;     E   ;         400 ;  109106 ; saida
   800807 ;     6563 ;     N   ;         300 ;       ? ; entrada
   800882 ;     6593 ;     N   ;         100 ;       ? ; entrada
   800927 ;     6592 ;     N   ;         250 ;       ? ; entrada
   800962 ;     6589 ;     N   ;         350 ;       ? ; entrada
   801025 ;     6593 ;     N   ;         100 ;   15488 ; saida
   801145 ;     6592 ;     N   ;         250 ;   15564 ; saida
   801342 ;     6364 ;     O   ;         300 ;       ? ; entrada
   801401 ;     6589 ;     N   ;         350 ;   15780 ; saida
   801810 ;     6364 ;     O   ;         300 ;   50314 ; saida
   801863 ;     6585 ;     N   ;         150 ;       ? ; entrada
   802165 ;     5905 ;     E   ;         150 ;       ? ; entrada
   802191 ;     6585 ;     N   ;         150 ;   18292 ; saida
   802213 ;     5905 ;     E   ;         150 ;  103126 ; saida
   802234 ;     5893 ;     E   ;         450 ;       ? ; entrada
   802427 ;     6345 ;     O   ;         500 ;       ? ; entrada
   802468 ;     6304 ;     O   ;         100 ;       ? ; entrada
   802493 ;     6382 ;     O   ;         150 ;       ? ; entrada
   802385 ;     6310 ;     O   ;         450 ;       ? ; entrada
   802593 ;     6345 ;     O   ;         500 ;   53957 ; saida
   802598 ;     6382 ;     O   ;         150 ;   47120 ; saida
   802662 ;     6304 ;     O   ;         100 ;   47596 ; saida
   802723 ;     6310 ;     O   ;         450 ;   58376 ; saida
   802917 ;     5893 ;     E   ;         450 ;  103494 ; saida
   803375 ;     6205 ;     S   ;         500 ;       ? ; entrada
   804106 ;     6205 ;     S   ;         500 ;   72989 ; saida
   805751 ;     6210 ;     S   ;         250 ;       ? ; entrada
   805821 ;     6210 ;     S   ;         250 ;   74586 ; saida
   805909 ;     6169 ;     S   ;         350 ;       ? ; entrada
   805966 ;     6169 ;     S   ;         350 ;   74653 ; saida
   806021 ;     6569 ;     N   ;         200 ;       ? ; entrada
   806128 ;     6569 ;     N   ;         200 ;   23234 ; saida
   806148 ;     6563 ;     N   ;         300 ;   23819 ; saida
   806807 ;     6173 ;     S   ;         100 ;       ? ; entrada
   806864 ;     6173 ;     S   ;         100 ;   75437 ; saida
   807538 ;     5888 ;     E   ;         450 ;       ? ; entrada
   807553 ;     5878 ;     E   ;         100 ;       ? ; entrada
   807573 ;     5878 ;     E   ;         100 ;  108122 ; saida
   807631 ;     5888 ;     E   ;         450 ;  108167 ; saida
   807951 ;     5896 ;     E   ;         150 ;       ? ; entrada
   807967 ;     6289 ;     S   ;         400 ;       ? ; entrada
   807977 ;     5919 ;     E   ;          50 ;       ? ; entrada
   808089 ;     6297 ;     S   ;         400 ;       ? ; entrada
   808124 ;     6623 ;     N   ;         100 ;       ? ; entrada
   808275 ;     6423 ;     O   ;         150 ;       ? ; entrada
   808333 ;     5896 ;     E   ;         150 ;  108785 ; saida
   808416 ;     5923 ;     E   ;         400 ;       ? ; entrada
   808542 ;     6623 ;     N   ;         100 ;   20441 ; saida
   808667 ;     5927 ;     E   ;          50 ;       ? ; entrada
   808716 ;     6619 ;     N   ;         100 ;       ? ; entrada
   808854 ;     6196 ;     S   ;         500 ;       ? ; entrada
   808886 ;     6220 ;     S   ;         250 ;       ? ; entrada
   808915 ;     6162 ;     S   ;         200 ;       ? ; entrada
   808941 ;     6222 ;     S   ;         150 ;       ? ; entrada
   808998 ;     6222 ;     S   ;         150 ;   75658 ; saida
   809023 ;     6223 ;     S   ;         500 ;       ? ; entrada
   809052 ;     6596 ;     N   ;          50 ;       ? ; entrada
   809106 ;     6596 ;     N   ;          50 ;   24321 ; saida
   809129 ;     6232 ;     S   ;         150 ;       ? ; entrada
   809153 ;     6218 ;     S   ;         500 ;       ? ; entrada
   809186 ;     6610 ;     N   ;         350 ;       ? ; entrada
   809211 ;     6621 ;     N   ;         100 ;       ? ; entrada
   809263 ;     6621 ;     N   ;         100 ;   20828 ; saida
   809308 ;     5927 ;     E   ;          50 ;  108937 ; saida
   809406 ;     6297 ;     S   ;         400 ;   65997 ; saida
   809443 ;     6289 ;     S   ;         400 ;   66630 ; saida
   809475 ;     5919 ;     E   ;          50 ;  109262 ; saida
   809568 ;     6423 ;     O   ;         150 ;   52951 ; saida
   809856 ;     6218 ;     S   ;         500 ;   77137 ; saida
   809688 ;     6162 ;     S   ;         200 ;   84710 ; saida
   809747 ;     6223 ;     S   ;         500 ;   76326 ; saida
   809807 ;     6232 ;     S   ;         150 ;   71823 ; saida
   809978 ;     6196 ;     S   ;         500 ;   79480 ; saida
   810274 ;     6220 ;     S   ;         250 ;   77265 ; saida
   810516 ;     5923 ;     E   ;         400 ;  110496 ; saida
   810647 ;     6610 ;     N   ;         350 ;   23141 ; saida
   810818 ;     6619 ;     N   ;         100 ;   22400 ; saida
   811392 ;     6277 ;     S   ;         200 ;       ? ; entrada
   811686 ;     6277 ;     S   ;         200 ;   70746 ; saida
   813142 ;     6279 ;     S   ;          50 ;       ? ; entrada
   813236 ;     6279 ;     S   ;          50 ;   72224 ; saida
   813979 ;     6235 ;     S   ;         350 ;       ? ; entrada
   814018 ;     6171 ;     S   ;         500 ;       ? ; entrada
   814070 ;     6171 ;     S   ;         500 ;   82697 ; saida
   814099 ;     6228 ;     S   ;         450 ;       ? ; entrada
   814157 ;     6228 ;     S   ;         450 ;   76319 ; saida
   814241 ;     6237 ;     S   ;          50 ;       ? ; entrada
   814184 ;     6235 ;     S   ;         350 ;   80517 ; saida
   814315 ;     6237 ;     S   ;          50 ;   80583 ; saida
   814343 ;     6243 ;     S   ;         350 ;       ? ; entrada
   814426 ;     6243 ;     S   ;         350 ;   79891 ; saida
   814493 ;     6240 ;     S   ;         400 ;       ? ; entrada
   814555 ;     6240 ;     S   ;         400 ;   79188 ; saida
   814600 ;     6185 ;     O   ;          50 ;       ? ; entrada
   814666 ;     6185 ;     O   ;          50 ;   77255 ; saida
   814734 ;     6247 ;     S   ;          50 ;       ? ; entrada
   814783 ;     6247 ;     S   ;          50 ;   79272 ; saida
   814833 ;     6250 ;     S   ;         300 ;       ? ; entrada
   814896 ;     6250 ;     S   ;         300 ;   79299 ; saida
   814964 ;     6249 ;     S   ;          50 ;       ? ; entrada
   815014 ;     6249 ;     S   ;          50 ;   79459 ; saida
   815079 ;     6251 ;     S   ;         500 ;       ? ; entrada
   815143 ;     6251 ;     S   ;         500 ;   79522 ; saida
   815203 ;     6224 ;     S   ;          50 ;       ? ; entrada
   815235 ;     6267 ;     S   ;         300 ;       ? ; entrada
   815288 ;     6224 ;     S   ;          50 ;   81448 ; saida
   815305 ;     6267 ;     S   ;         300 ;   78634 ; saida
   815385 ;     6278 ;     S   ;         450 ;       ? ; entrada
   815455 ;     6278 ;     S   ;         450 ;   74625 ; saida
   815488 ;     6405 ;     O   ;         400 ;       ? ; entrada
   815639 ;     6405 ;     O   ;         400 ;   59105 ; saida
   815703 ;     6293 ;     S   ;         250 ;       ? ; entrada
   815755 ;     6293 ;     S   ;         250 ;   73183 ; saida
   815799 ;     6296 ;     S   ;         400 ;       ? ; entrada
   815851 ;     6296 ;     S   ;         400 ;   73003 ; saida
   815879 ;     6282 ;     S   ;         500 ;       ? ; entrada
   816183 ;     6282 ;     S   ;         500 ;   74611 ; saida
   816825 ;     6654 ;     N   ;         100 ;       ? ; entrada
   816872 ;     6625 ;     N   ;         200 ;       ? ; entrada
   816929 ;     6625 ;     N   ;         200 ;   28253 ; saida
   817139 ;     6667 ;     N   ;          50 ;       ? ; entrada
   817162 ;     6667 ;     N   ;          50 ;   24942 ; saida
   817171 ;     6650 ;     N   ;         500 ;       ? ; entrada
   817185 ;     6694 ;     N   ;         350 ;       ? ; entrada
   817215 ;     6655 ;     N   ;         200 ;       ? ; entrada
   817231 ;     6661 ;     N   ;         300 ;       ? ; entrada
   817260 ;     6668 ;     N   ;         250 ;       ? ; entrada
   816941 ;     6654 ;     N   ;         100 ;   25873 ; saida
   817300 ;     6628 ;     N   ;         350 ;       ? ; entrada
   817313 ;     6448 ;     O   ;         100 ;       ? ; entrada
   817326 ;     6452 ;     O   ;          50 ;       ? ; entrada
   817359 ;     6442 ;     O   ;         450 ;       ? ; entrada
   817385 ;     6706 ;     N   ;         250 ;       ? ; entrada
   817397 ;     6615 ;     N   ;         500 ;       ? ; entrada
   817410 ;     6709 ;     N   ;         250 ;       ? ; entrada
   817417 ;     5939 ;     E   ;         100 ;       ? ; entrada
   817429 ;     5940 ;     E   ;         500 ;       ? ; entrada
   817446 ;     6649 ;     N   ;         150 ;       ? ; entrada
   817459 ;     6645 ;     N   ;         400 ;       ? ; entrada
   817471 ;     6622 ;     N   ;         350 ;       ? ; entrada
   817485 ;     6717 ;     N   ;         200 ;       ? ; entrada
   817497 ;     6718 ;     N   ;         250 ;       ? ; entrada
   817635 ;     6720 ;     N   ;         500 ;       ? ; entrada
   818046 ;     6300 ;     S   ;         450 ;       ? ; entrada
   818081 ;     6301 ;     S   ;         350 ;       ? ; entrada
   818109 ;     6453 ;     O   ;         450 ;       ? ; entrada
   818135 ;     6460 ;     O   ;         300 ;       ? ; entrada
   818217 ;     5980 ;     E   ;         300 ;       ? ; entrada
   818473 ;     6032 ;     E   ;         150 ;       ? ; entrada
   818526 ;     6668 ;     N   ;         250 ;   26151 ; saida
   818614 ;     6039 ;     E   ;         100 ;       ? ; entrada
   818483 ;     5980 ;     E   ;         300 ;  106205 ; saida
   818757 ;     6027 ;     E   ;         300 ;       ? ; entrada
   818823 ;     6452 ;     O   ;          50 ;   55977 ; saida
   818735 ;     6628 ;     N   ;         350 ;   29979 ; saida
   818907 ;     6442 ;     O   ;         450 ;   56457 ; saida
   818783 ;     6014 ;     E   ;         400 ;       ? ; entrada
   818641 ;     6020 ;     E   ;         150 ;       ? ; entrada
   819045 ;     6709 ;     N   ;         250 ;   23717 ; saida
   819075 ;     6655 ;     N   ;         200 ;   26073 ; saida
